PartNum,method,part_type,avg_forecasted_monthly_demand
3130585,average_fallback,insufficient_history,3.0
3130591,exponential_smoothing,highly_variable,1.4
3130593,average_fallback,insufficient_history,2.0
3130621,exponential_smoothing,highly_variable,1.68
3130622,exponential_smoothing,highly_variable,1.41
3130680,exponential_smoothing,highly_variable,11.57
3130681,average_fallback,insufficient_history,15.0
3130688,average_fallback,insufficient_history,15.0
3130719,exponential_smoothing,highly_variable,3.0
3130725,exponential_smoothing,highly_variable,1.33
3130735,average_fallback,insufficient_history,40.0
3130760,exponential_smoothing,highly_variable,34.91
3130761,exponential_smoothing,highly_variable,28.61
3130780,exponential_smoothing,highly_variable,15.82
3130815,exponential_smoothing,highly_variable,19.42
3130817,exponential_smoothing,moderate,17.3
3130818,exponential_smoothing,highly_variable,2.22
3130826,average_fallback,insufficient_history,4.0
3130841,exponential_smoothing,highly_variable,2.84
3130848,exponential_smoothing,highly_variable,1.6
3130858,exponential_smoothing,moderate,1.33
3130861,exponential_smoothing,moderate,1.33
3130862,exponential_smoothing,highly_variable,2.6
3130864,average_fallback,insufficient_history,6.0
3130866,average_fallback,insufficient_history,32.0
3130867,exponential_smoothing,highly_variable,3.0
3130883,exponential_smoothing,moderate,606.14
3130887,average_fallback,insufficient_history,20.0
3130890,average_fallback,insufficient_history,20.0
3130891,exponential_smoothing,highly_variable,86.14
3130892,exponential_smoothing,highly_variable,27.62
3130893,average_fallback,insufficient_history,40.0
3130906,average_fallback,insufficient_history,10.0
3130908,average_fallback,insufficient_history,18.0
3130909,average_fallback,insufficient_history,36.0
3130922,exponential_smoothing,highly_variable,7.18
3130928,average_fallback,insufficient_history,6.0
3130930,exponential_smoothing,highly_variable,1.4
3130932,average_fallback,insufficient_history,3.0
3130942,exponential_smoothing,highly_variable,8.0
3130944,exponential_smoothing,highly_variable,4.0
3130954,holt_winters,seasonal,5.54
3130964,exponential_smoothing,moderate,2.67
3130985,exponential_smoothing,highly_variable,1.0
3131002,average_fallback,insufficient_history,20.0
3131003,average_fallback,insufficient_history,10.0
3131052,average_fallback,insufficient_history,12.0
3131053,exponential_smoothing,moderate,24.0
3131065,average_fallback,insufficient_history,42.0
3131099,average_fallback,insufficient_history,5.5
3131758,average_fallback,insufficient_history,10.0
3140029,exponential_smoothing,highly_variable,4.77
3140083,exponential_smoothing,highly_variable,65.43
3140094,exponential_smoothing,highly_variable,32.61
3140104,exponential_smoothing,highly_variable,20.0
3140117,exponential_smoothing,highly_variable,18.94
3140249,exponential_smoothing,highly_variable,0.78
3140582,exponential_smoothing,highly_variable,0.4
3140586,average_fallback,insufficient_history,1.0
3140646,exponential_smoothing,highly_variable,0.6
3140918,exponential_smoothing,highly_variable,26.2
3141157,average_fallback,insufficient_history,2.0
3141159,average_fallback,insufficient_history,1.0
3141167,exponential_smoothing,highly_variable,0.21
3141168,average_fallback,insufficient_history,1.0
3141381,average_fallback,insufficient_history,228.0
3141397,average_fallback,insufficient_history,5.0
3141403,average_fallback,insufficient_history,5.0
3141409,average_fallback,insufficient_history,8.0
3141421,average_fallback,insufficient_history,5.0
3141427,average_fallback,insufficient_history,3.0
3141433,average_fallback,insufficient_history,3.0
3141613,average_fallback,insufficient_history,4.0
3141711,exponential_smoothing,moderate,2.67
3141718,average_fallback,insufficient_history,7.5
3141773,average_fallback,insufficient_history,20.0
3141774,exponential_smoothing,highly_variable,176.92
3142028,average_fallback,insufficient_history,160.0
3142030,average_fallback,insufficient_history,79.5
3142177,average_fallback,insufficient_history,14.0
3142368,exponential_smoothing,highly_variable,79.73
3142513,average_fallback,insufficient_history,2.0
3142519,holt_winters,seasonal,6.23
3142545,average_fallback,insufficient_history,10.0
3142546,average_fallback,insufficient_history,10.0
3142549,average_fallback,insufficient_history,60.0
3142558,average_fallback,insufficient_history,20.0
3142588,exponential_smoothing,highly_variable,0.23
3142596,exponential_smoothing,highly_variable,0.42
3142604,average_fallback,insufficient_history,1.0
3142605,exponential_smoothing,highly_variable,0.75
3142607,average_fallback,insufficient_history,1.0
3142611,average_fallback,insufficient_history,1.0
3142612,exponential_smoothing,moderate,4.47
3142613,exponential_smoothing,highly_variable,2.94
3142614,holt_winters,seasonal,3.87
3142615,average_fallback,insufficient_history,2.5
3142664,average_fallback,insufficient_history,10.0
3142771,average_fallback,insufficient_history,80.0
3142773,average_fallback,insufficient_history,79.5
3142785,average_fallback,insufficient_history,20.0
3142786,exponential_smoothing,highly_variable,4.98
3142787,average_fallback,insufficient_history,1.0
3142924,exponential_smoothing,moderate,16.8
3143044,average_fallback,insufficient_history,6.0
3143047,average_fallback,insufficient_history,1.0
3143053,average_fallback,insufficient_history,48.0
3143085,exponential_smoothing,highly_variable,4.0
3143106,exponential_smoothing,highly_variable,7.43
3143107,average_fallback,insufficient_history,2.0
3143122,average_fallback,insufficient_history,2.0
3143128,average_fallback,insufficient_history,1.0
3143152,average_fallback,insufficient_history,10.0
3143273,exponential_smoothing,highly_variable,4.0
3143282,average_fallback,insufficient_history,50.0
3143285,average_fallback,insufficient_history,30.0
3143288,exponential_smoothing,highly_variable,14.76
3143460,average_fallback,insufficient_history,20.0
3143470,average_fallback,insufficient_history,40.0
3143525,average_fallback,insufficient_history,10.0
3143548,exponential_smoothing,highly_variable,4.0
3143593,exponential_smoothing,moderate,5.86
3143597,average_fallback,insufficient_history,2.0
3143598,average_fallback,insufficient_history,12.0
3143644,average_fallback,insufficient_history,36.0
3143667,average_fallback,insufficient_history,5.0
3143668,average_fallback,insufficient_history,1.0
3143747,average_fallback,insufficient_history,20.0
3143779,exponential_smoothing,moderate,32.0
3143780,average_fallback,insufficient_history,20.0
3143781,average_fallback,insufficient_history,4.0
3143826,average_fallback,insufficient_history,6.0
3143831,exponential_smoothing,moderate,11.33
3143840,average_fallback,insufficient_history,1.0
3143847,exponential_smoothing,highly_variable,1.99
3143851,exponential_smoothing,highly_variable,1.99
3143874,exponential_smoothing,moderate,3.25
3143881,average_fallback,insufficient_history,5.0
3143883,exponential_smoothing,highly_variable,6.8
3143884,exponential_smoothing,highly_variable,3.4
3143887,exponential_smoothing,highly_variable,6.8
3143890,average_fallback,insufficient_history,12.0
3143891,average_fallback,insufficient_history,10.0
3143892,exponential_smoothing,highly_variable,5.0
3143901,average_fallback,insufficient_history,40.0
3143904,average_fallback,insufficient_history,2.0
3143905,average_fallback,insufficient_history,2.0
3143910,average_fallback,insufficient_history,2.0
3143911,average_fallback,insufficient_history,3.5
3143912,average_fallback,insufficient_history,2.5
3143913,average_fallback,insufficient_history,2.0
3143920,exponential_smoothing,highly_variable,1.6
3143940,average_fallback,insufficient_history,1.0
3143942,average_fallback,insufficient_history,1.0
3144028,exponential_smoothing,moderate,16.0
3144029,exponential_smoothing,moderate,8.0
3144047,exponential_smoothing,highly_variable,14.33
3144048,exponential_smoothing,highly_variable,6.33
3144049,exponential_smoothing,highly_variable,6.67
3144050,exponential_smoothing,moderate,10.4
3144051,exponential_smoothing,moderate,10.4
3144052,average_fallback,insufficient_history,50.0
3144072,exponential_smoothing,highly_variable,2.67
3144073,exponential_smoothing,highly_variable,5.33
3144074,exponential_smoothing,highly_variable,27.25
3144077,exponential_smoothing,highly_variable,9.97
3144078,exponential_smoothing,highly_variable,23.92
3144121,average_fallback,insufficient_history,3.0
3144122,average_fallback,insufficient_history,2.0
3144124,average_fallback,insufficient_history,1.0
3144127,average_fallback,insufficient_history,4.0
3144128,average_fallback,insufficient_history,1.0
3144129,average_fallback,insufficient_history,1.0
3144130,average_fallback,insufficient_history,1.0
3144138,average_fallback,insufficient_history,4.0
3144199,average_fallback,insufficient_history,10.0
3144208,average_fallback,insufficient_history,1.0
3144209,average_fallback,insufficient_history,1.0
3144217,exponential_smoothing,highly_variable,4.98
3144219,exponential_smoothing,moderate,3.0
3144220,exponential_smoothing,highly_variable,7.6
3144267,average_fallback,insufficient_history,1.0
3144268,average_fallback,insufficient_history,2.0
3144269,average_fallback,insufficient_history,2.0
3144296,average_fallback,insufficient_history,50.0
3144301,exponential_smoothing,highly_variable,3.59
3144302,exponential_smoothing,highly_variable,3.33
3144303,exponential_smoothing,highly_variable,2.06
3144304,exponential_smoothing,highly_variable,3.6
3144312,average_fallback,insufficient_history,19.0
3144314,average_fallback,insufficient_history,9.0
3144316,exponential_smoothing,highly_variable,5.0
3144320,exponential_smoothing,highly_variable,0.33
3144321,exponential_smoothing,highly_variable,1.0
3144322,exponential_smoothing,highly_variable,5.0
3144327,average_fallback,insufficient_history,10.0
3144328,exponential_smoothing,highly_variable,80.0
3144329,average_fallback,insufficient_history,1.0
3144334,exponential_smoothing,highly_variable,0.33
3144355,average_fallback,insufficient_history,2.0
3144362,average_fallback,insufficient_history,1.0
3144462,average_fallback,insufficient_history,1.0
3144481,exponential_smoothing,highly_variable,1.0
3144482,average_fallback,insufficient_history,7.0
3144491,average_fallback,insufficient_history,10.0
3144492,average_fallback,insufficient_history,10.0
3144496,average_fallback,insufficient_history,10.0
3144497,average_fallback,insufficient_history,10.0
3144557,exponential_smoothing,highly_variable,129.38
3144567,exponential_smoothing,moderate,1.43
3144570,exponential_smoothing,moderate,1.43
3144571,exponential_smoothing,highly_variable,0.57
3144721,average_fallback,insufficient_history,10.0
3144722,average_fallback,insufficient_history,10.0
3144723,average_fallback,insufficient_history,10.0
3144833,exponential_smoothing,highly_variable,1.0
3144846,exponential_smoothing,highly_variable,2.75
3145158,average_fallback,insufficient_history,20.0
3145159,average_fallback,insufficient_history,20.0
3145161,average_fallback,insufficient_history,8.0
3145162,average_fallback,insufficient_history,8.0
3145210,average_fallback,insufficient_history,1.0
3145576,average_fallback,insufficient_history,1.0
3145577,average_fallback,insufficient_history,4.0
3145578,average_fallback,insufficient_history,10.0
3145579,average_fallback,insufficient_history,6.0
3145603,average_fallback,insufficient_history,1.0
3145640,average_fallback,insufficient_history,1.0
3145641,average_fallback,insufficient_history,1.0
3145642,average_fallback,insufficient_history,2.0
3145643,average_fallback,insufficient_history,2.0
3145645,average_fallback,insufficient_history,1.0
3145646,average_fallback,insufficient_history,1.0
3145672,exponential_smoothing,highly_variable,3.0
3145673,exponential_smoothing,highly_variable,3.0
3145676,average_fallback,insufficient_history,3.0
3145702,exponential_smoothing,highly_variable,31.13
3145743,exponential_smoothing,highly_variable,1.0
3145745,exponential_smoothing,highly_variable,1.0
3145748,exponential_smoothing,highly_variable,1.57
3145749,exponential_smoothing,highly_variable,1.57
3145750,exponential_smoothing,highly_variable,1.43
3145753,average_fallback,insufficient_history,1.0
3145754,average_fallback,insufficient_history,1.0
3145757,average_fallback,insufficient_history,1.0
3145758,average_fallback,insufficient_history,1.0
3145760,average_fallback,insufficient_history,2.0
3145793,average_fallback,insufficient_history,1.0
3145794,average_fallback,insufficient_history,1.0
3145795,average_fallback,insufficient_history,1.0
3145812,exponential_smoothing,highly_variable,2.4
3145860,exponential_smoothing,highly_variable,1.0
3145865,exponential_smoothing,highly_variable,3.6
3145872,exponential_smoothing,highly_variable,11.0
3146712,average_fallback,insufficient_history,20.0
3147067,average_fallback,insufficient_history,20.0
3147070,average_fallback,insufficient_history,20.0
3147075,average_fallback,insufficient_history,30.0
3148957,average_fallback,insufficient_history,1.0
3150839,average_fallback,insufficient_history,5.0
3150840,average_fallback,insufficient_history,5.0
3150841,exponential_smoothing,highly_variable,1.5
3150875,exponential_smoothing,highly_variable,5.5
3150885,exponential_smoothing,highly_variable,7.0
3150901,average_fallback,insufficient_history,10.0
3151051,average_fallback,insufficient_history,1.0
3151053,exponential_smoothing,highly_variable,0.3
31519-05,average_fallback,insufficient_history,2.0
31519-05 Rev A,average_fallback,insufficient_history,60.0
3153376,average_fallback,insufficient_history,4.0
3160005,average_fallback,insufficient_history,50.0
3160016,exponential_smoothing,highly_variable,0.47
3160042,average_fallback,insufficient_history,3.0
3160655,exponential_smoothing,highly_variable,13.58
3160670,exponential_smoothing,highly_variable,0.22
3160671,exponential_smoothing,highly_variable,0.17
3160676,average_fallback,insufficient_history,1.0
3160677,exponential_smoothing,highly_variable,1.0
3160678,exponential_smoothing,highly_variable,0.17
3160679,average_fallback,insufficient_history,1.0
3160680,average_fallback,insufficient_history,2.0
3160686,exponential_smoothing,highly_variable,5.98
3160699,average_fallback,insufficient_history,1.0
3160701,exponential_smoothing,highly_variable,1.0
3160722,average_fallback,insufficient_history,1.0
3160731,average_fallback,insufficient_history,1.0
3160732,average_fallback,insufficient_history,1.0
3160741,exponential_smoothing,highly_variable,0.33
3160743,exponential_smoothing,highly_variable,0.24
3160744,exponential_smoothing,highly_variable,0.2
3160746,average_fallback,insufficient_history,1.5
3160752,average_fallback,insufficient_history,1.0
3160758,exponential_smoothing,highly_variable,0.45
3160775,exponential_smoothing,highly_variable,0.15
3160795,average_fallback,insufficient_history,1.0
3160801,exponential_smoothing,highly_variable,0.25
3160802,exponential_smoothing,moderate,1.0
3160803,exponential_smoothing,highly_variable,5.16
3160804,exponential_smoothing,moderate,1.0
3160809,exponential_smoothing,highly_variable,1.43
3160820,exponential_smoothing,highly_variable,1.0
3160840,exponential_smoothing,highly_variable,0.33
3160842,exponential_smoothing,highly_variable,0.37
3160847,average_fallback,insufficient_history,1.0
3160855,average_fallback,insufficient_history,1.0
3160856,exponential_smoothing,highly_variable,7.63
3160857,exponential_smoothing,highly_variable,8.57
3160858,exponential_smoothing,highly_variable,7.0
3160859,exponential_smoothing,highly_variable,5.87
3160860,exponential_smoothing,highly_variable,6.18
3160862,exponential_smoothing,highly_variable,0.31
3160870,average_fallback,insufficient_history,4.0
3160871,average_fallback,insufficient_history,1.0
3160872,exponential_smoothing,highly_variable,5.0
3160873,average_fallback,insufficient_history,2.0
3160910,exponential_smoothing,highly_variable,3.48
3160972,exponential_smoothing,highly_variable,1.45
3160974,average_fallback,insufficient_history,1.0
3160976,exponential_smoothing,highly_variable,2.0
3160977,average_fallback,insufficient_history,1.0
3160993,exponential_smoothing,moderate,4.81
3160994,exponential_smoothing,highly_variable,4.71
3161012,exponential_smoothing,highly_variable,2.15
3161023,exponential_smoothing,highly_variable,6.35
3161027,exponential_smoothing,highly_variable,5.47
3161028,exponential_smoothing,moderate,9.67
3161029,exponential_smoothing,highly_variable,5.0
3161030,exponential_smoothing,moderate,4.74
3161031,exponential_smoothing,moderate,6.06
3161032,exponential_smoothing,moderate,5.11
3161034,average_fallback,insufficient_history,1.0
3161035,exponential_smoothing,highly_variable,0.82
3161036,average_fallback,insufficient_history,1.0
3161037,exponential_smoothing,highly_variable,6.25
3161038,average_fallback,insufficient_history,1.0
3161041,exponential_smoothing,moderate,6.41
3161046,exponential_smoothing,moderate,1.0
3161050,exponential_smoothing,highly_variable,2.0
3161054,average_fallback,insufficient_history,5.0
3161055,average_fallback,insufficient_history,5.0
3161059,average_fallback,insufficient_history,2.0
3161060,average_fallback,insufficient_history,2.5
3161061,average_fallback,insufficient_history,5.0
3161062,average_fallback,insufficient_history,1.0
3161068,exponential_smoothing,highly_variable,0.57
3161069,exponential_smoothing,highly_variable,3.0
3161070,exponential_smoothing,highly_variable,3.0
3161090,exponential_smoothing,highly_variable,6.95
3161097,exponential_smoothing,highly_variable,5.05
3161098,holt_winters,seasonal,8.23
3161104,exponential_smoothing,highly_variable,6.75
3161114,exponential_smoothing,highly_variable,0.2
3161115,exponential_smoothing,highly_variable,9.97
3161118,exponential_smoothing,moderate,6.25
3161119,exponential_smoothing,highly_variable,0.45
3161120,exponential_smoothing,highly_variable,3.33
3161121,exponential_smoothing,highly_variable,2.11
3161122,exponential_smoothing,highly_variable,2.6
3161123,exponential_smoothing,highly_variable,1.67
3161124,exponential_smoothing,highly_variable,4.99
3161125,moving_average_3m,stable,10.0
3161126,exponential_smoothing,highly_variable,1.5
3161127,exponential_smoothing,highly_variable,1.93
3161128,exponential_smoothing,highly_variable,4.98
3161131,average_fallback,insufficient_history,1.0
3161133,exponential_smoothing,highly_variable,0.47
3161134,exponential_smoothing,highly_variable,2.71
3161147,exponential_smoothing,highly_variable,3.87
3161148,average_fallback,insufficient_history,1.0
3161149,average_fallback,insufficient_history,1.0
3161152,average_fallback,insufficient_history,1.0
3161154,holt_winters,seasonal,9.21
3161163,exponential_smoothing,highly_variable,5.39
3161166,exponential_smoothing,moderate,6.87
3161168,exponential_smoothing,highly_variable,5.43
3161169,exponential_smoothing,moderate,6.11
3161170,exponential_smoothing,highly_variable,6.59
3161190,exponential_smoothing,moderate,8.67
3161191,exponential_smoothing,moderate,8.67
3161193,exponential_smoothing,highly_variable,6.25
3161195,average_fallback,insufficient_history,2.0
3161217,average_fallback,insufficient_history,2.0
3161218,average_fallback,insufficient_history,1.0
3161222,exponential_smoothing,highly_variable,3.0
3161223,exponential_smoothing,highly_variable,3.0
3161224,exponential_smoothing,highly_variable,3.0
3161232,exponential_smoothing,highly_variable,3.0
3161234,exponential_smoothing,highly_variable,6.47
3161237,exponential_smoothing,highly_variable,6.19
3161244,exponential_smoothing,highly_variable,4.68
3161250,exponential_smoothing,highly_variable,25.14
3161259,exponential_smoothing,highly_variable,6.33
3161277,exponential_smoothing,highly_variable,6.0
3161320,exponential_smoothing,highly_variable,48.19
3161324,average_fallback,insufficient_history,3.0
3161325,average_fallback,insufficient_history,1.5
3161337,exponential_smoothing,moderate,6.82
3161338,exponential_smoothing,highly_variable,7.12
3161339,exponential_smoothing,highly_variable,6.39
3161364,exponential_smoothing,highly_variable,5.62
3161365,exponential_smoothing,highly_variable,6.25
3161366,exponential_smoothing,highly_variable,4.17
3161373,exponential_smoothing,highly_variable,1.0
3161398,exponential_smoothing,moderate,0.67
3161404,average_fallback,insufficient_history,2.0
3161406,exponential_smoothing,highly_variable,4.33
3161409,exponential_smoothing,highly_variable,4.33
3161410,exponential_smoothing,highly_variable,6.27
3161415,exponential_smoothing,highly_variable,4.8
3161418,exponential_smoothing,highly_variable,1.3
3161422,exponential_smoothing,highly_variable,5.71
3161429,exponential_smoothing,highly_variable,9.53
3161430,exponential_smoothing,highly_variable,9.86
3161433,exponential_smoothing,highly_variable,1.99
3161434,exponential_smoothing,highly_variable,9.94
3161436,exponential_smoothing,highly_variable,6.52
3161437,exponential_smoothing,highly_variable,1.7
3161438,exponential_smoothing,highly_variable,10.23
3161464,average_fallback,insufficient_history,1.0
3161465,average_fallback,insufficient_history,1.0
3161466,exponential_smoothing,highly_variable,5.55
3161467,exponential_smoothing,highly_variable,5.38
3161468,exponential_smoothing,highly_variable,5.38
3161469,exponential_smoothing,highly_variable,5.55
3161470,exponential_smoothing,highly_variable,5.38
3161471,exponential_smoothing,highly_variable,5.38
3161472,exponential_smoothing,highly_variable,5.38
3161473,exponential_smoothing,highly_variable,5.38
3161474,exponential_smoothing,highly_variable,1.99
3161475,exponential_smoothing,highly_variable,1.99
3161476,exponential_smoothing,highly_variable,1.0
3161477,exponential_smoothing,highly_variable,1.99
3161478,exponential_smoothing,highly_variable,9.73
3161479,exponential_smoothing,highly_variable,9.73
3161481,exponential_smoothing,highly_variable,6.94
3161482,exponential_smoothing,highly_variable,6.47
3161483,exponential_smoothing,highly_variable,6.87
3161485,exponential_smoothing,highly_variable,2.64
3161486,exponential_smoothing,highly_variable,12.14
3161487,exponential_smoothing,highly_variable,5.38
3161488,exponential_smoothing,highly_variable,5.38
3161489,exponential_smoothing,highly_variable,6.16
3161491,exponential_smoothing,highly_variable,9.88
3161492,average_fallback,insufficient_history,1.0
3161493,average_fallback,insufficient_history,1.0
3161494,exponential_smoothing,highly_variable,10.03
3161501,exponential_smoothing,highly_variable,0.31
3161504,exponential_smoothing,highly_variable,6.73
3161511,exponential_smoothing,highly_variable,0.8
3161548,exponential_smoothing,highly_variable,0.5
3161549,exponential_smoothing,highly_variable,0.5
3161550,exponential_smoothing,highly_variable,0.5
3161558,exponential_smoothing,highly_variable,2.0
3161560,exponential_smoothing,highly_variable,12.13
3161580,exponential_smoothing,highly_variable,0.5
3161599,exponential_smoothing,highly_variable,6.5
3161601,average_fallback,insufficient_history,1.0
3161N16,average_fallback,insufficient_history,50.0
3163521,average_fallback,insufficient_history,12.0
3164185,average_fallback,insufficient_history,1.0
3170013,exponential_smoothing,highly_variable,15.9
3170017,average_fallback,insufficient_history,10.0
3170021,exponential_smoothing,highly_variable,3.82
3170061,holt_winters,seasonal,50.92
3179876,average_fallback,insufficient_history,6.0
3180245,average_fallback,insufficient_history,5.0
3180749,exponential_smoothing,highly_variable,8.89
3181095,average_fallback,insufficient_history,1.0
3181096,exponential_smoothing,highly_variable,2.0
3181097,exponential_smoothing,highly_variable,0.37
3181098,exponential_smoothing,highly_variable,0.5
3181192,average_fallback,insufficient_history,1.0
3181204,average_fallback,insufficient_history,1.0
3181213,average_fallback,insufficient_history,1.0
3181214,exponential_smoothing,highly_variable,0.18
3181215,average_fallback,insufficient_history,1.0
3181216,average_fallback,insufficient_history,1.0
3181217,average_fallback,insufficient_history,4.0
3181218,average_fallback,insufficient_history,1.0
3181240,average_fallback,insufficient_history,2.0
3181278,average_fallback,insufficient_history,1.0
3181356,average_fallback,insufficient_history,1.0
3181367,exponential_smoothing,highly_variable,0.14
3181368,exponential_smoothing,highly_variable,1.67
3181441,exponential_smoothing,highly_variable,0.27
3181442,exponential_smoothing,highly_variable,0.27
3181511,exponential_smoothing,highly_variable,0.14
3181577,average_fallback,insufficient_history,4.0
3181578,average_fallback,insufficient_history,6.0
3181584,average_fallback,insufficient_history,2.0
3181616,exponential_smoothing,highly_variable,0.21
3181640,average_fallback,insufficient_history,10.0
3181738,average_fallback,insufficient_history,2.0
3181739,average_fallback,insufficient_history,2.0
3181740,average_fallback,insufficient_history,1.0
3181770,average_fallback,insufficient_history,1.0
3181771,average_fallback,insufficient_history,1.0
3181773,average_fallback,insufficient_history,1.0
3181889,average_fallback,insufficient_history,2.0
3181909,exponential_smoothing,highly_variable,3.0
3181949,average_fallback,insufficient_history,1.0
3181953,exponential_smoothing,highly_variable,1.0
3181962,exponential_smoothing,highly_variable,10.19
3181964,average_fallback,insufficient_history,1.0
3181965,average_fallback,insufficient_history,1.0
3181969,average_fallback,insufficient_history,1.0
3181982,average_fallback,insufficient_history,2.0
3181985,exponential_smoothing,highly_variable,1.25
3181986,average_fallback,insufficient_history,1.0
3181991,exponential_smoothing,moderate,9.9
3181992,exponential_smoothing,highly_variable,6.5
3181998,exponential_smoothing,highly_variable,15.0
3182005,average_fallback,insufficient_history,1.0
3182006,average_fallback,insufficient_history,1.0
3182042,average_fallback,insufficient_history,1.0
3182043,average_fallback,insufficient_history,1.0
3182051,average_fallback,insufficient_history,1.0
3182065,average_fallback,insufficient_history,1.0
3182074,average_fallback,insufficient_history,2.0
3182086,exponential_smoothing,highly_variable,3.18
3182096,average_fallback,insufficient_history,1.0
3182101,average_fallback,insufficient_history,1.0
3182166,average_fallback,insufficient_history,2.0
3182168,average_fallback,insufficient_history,1.0
3182170,average_fallback,insufficient_history,1.0
3182172,average_fallback,insufficient_history,1.0
3182173,average_fallback,insufficient_history,1.0
3182179,average_fallback,insufficient_history,5.0
3182183,exponential_smoothing,moderate,5.55
3182186,average_fallback,insufficient_history,1.0
3182244,exponential_smoothing,highly_variable,5.0
3182260,exponential_smoothing,highly_variable,12.86
3182261,exponential_smoothing,highly_variable,4.86
3182262,exponential_smoothing,highly_variable,4.52
3182279,average_fallback,insufficient_history,1.0
3182282,exponential_smoothing,highly_variable,6.0
3182284,average_fallback,insufficient_history,1.0
3182312,holt_winters,seasonal,7.53
3182429,average_fallback,insufficient_history,1.0
3182431,average_fallback,insufficient_history,1.0
3182432,exponential_smoothing,highly_variable,0.5
3182449,exponential_smoothing,highly_variable,2.55
3182450,exponential_smoothing,highly_variable,3.06
3182451,average_fallback,insufficient_history,1.0
3182452,average_fallback,insufficient_history,1.0
3182453,average_fallback,insufficient_history,2.0
3182478,exponential_smoothing,highly_variable,0.29
3182494,exponential_smoothing,highly_variable,3.76
3182512,average_fallback,insufficient_history,1.0
3182516,average_fallback,insufficient_history,1.0
3182532,average_fallback,insufficient_history,4.0
3182535,average_fallback,insufficient_history,20.0
3182557,exponential_smoothing,highly_variable,2.05
3182585,average_fallback,insufficient_history,1.5
3182587,average_fallback,insufficient_history,1.0
3182588,average_fallback,insufficient_history,1.0
3182594,average_fallback,insufficient_history,1.0
3182609,exponential_smoothing,moderate,5.41
3182610,exponential_smoothing,moderate,6.14
3182611,exponential_smoothing,highly_variable,0.83
3182612,exponential_smoothing,moderate,11.91
3182625,average_fallback,insufficient_history,1.0
3182626,average_fallback,insufficient_history,1.0
3182627,exponential_smoothing,moderate,0.67
3182636,exponential_smoothing,moderate,5.33
3182711,exponential_smoothing,highly_variable,1.17
3182712,exponential_smoothing,highly_variable,1.63
3182724,exponential_smoothing,moderate,1.13
3182736,exponential_smoothing,moderate,1.32
3182745,exponential_smoothing,highly_variable,0.18
3182762,exponential_smoothing,highly_variable,1.99
3182763,average_fallback,insufficient_history,9.0
3182776,average_fallback,insufficient_history,7.0
3182792,average_fallback,insufficient_history,1.0
3182794,average_fallback,insufficient_history,2.0
3182800,exponential_smoothing,highly_variable,2.0
3182807,average_fallback,insufficient_history,1.5
3182815,exponential_smoothing,highly_variable,2.0
3182872,exponential_smoothing,highly_variable,1.11
3182873,average_fallback,insufficient_history,9.0
3182874,average_fallback,insufficient_history,8.0
3182878,average_fallback,insufficient_history,1.5
3182884,exponential_smoothing,moderate,0.67
3182894,average_fallback,insufficient_history,12.0
3182895,average_fallback,insufficient_history,4.0
3182896,exponential_smoothing,moderate,5.53
3182906,average_fallback,insufficient_history,1.0
3182920,average_fallback,insufficient_history,2.0
3182967,exponential_smoothing,highly_variable,0.18
3182969,average_fallback,insufficient_history,10.0
3182971,average_fallback,insufficient_history,1.5
3182979,average_fallback,insufficient_history,1.0
3182982,exponential_smoothing,highly_variable,0.12
3183016,exponential_smoothing,moderate,5.39
3183017,exponential_smoothing,highly_variable,1.1
3183021,exponential_smoothing,highly_variable,9.8
31832846,average_fallback,insufficient_history,1.0
31934,average_fallback,insufficient_history,1.0
31A507B,average_fallback,insufficient_history,1.0
31A509E,average_fallback,insufficient_history,1.0
31A658B,average_fallback,insufficient_history,1.0
31A988,average_fallback,insufficient_history,1.0
31CA27  21501,average_fallback,insufficient_history,1.0
31EH93,average_fallback,insufficient_history,1.0
32-2130,average_fallback,insufficient_history,1.0
32124,average_fallback,insufficient_history,4.0
32635,average_fallback,insufficient_history,2.0
32637,average_fallback,insufficient_history,3.0
3266228,average_fallback,insufficient_history,4.0
3266236,average_fallback,insufficient_history,4.0
326873,average_fallback,insufficient_history,1.0
3279249,average_fallback,insufficient_history,15.0
32879081,average_fallback,insufficient_history,4.0
32915969,average_fallback,insufficient_history,2.0
3297092,average_fallback,insufficient_history,1.0
3298080,exponential_smoothing,highly_variable,1.0
3298436,exponential_smoothing,highly_variable,1.0
3298437,exponential_smoothing,highly_variable,1.0
329W15,average_fallback,insufficient_history,1.0
32W275,average_fallback,insufficient_history,2.0
32X24X30,average_fallback,insufficient_history,1.0
330,average_fallback,insufficient_history,1.0
3300104,average_fallback,insufficient_history,20.0
3300336,average_fallback,insufficient_history,4.0
3300337,exponential_smoothing,highly_variable,150.71
3300338,exponential_smoothing,highly_variable,113.71
33004,average_fallback,insufficient_history,100.0
33006,average_fallback,insufficient_history,100.0
3300623,exponential_smoothing,highly_variable,308.4
3300930,average_fallback,insufficient_history,48.5
3301063,exponential_smoothing,highly_variable,11.0
3301069,average_fallback,insufficient_history,20.0
3301089,average_fallback,insufficient_history,48.0
3301163,exponential_smoothing,highly_variable,39.15
3301279,exponential_smoothing,moderate,33.33
3301353,average_fallback,insufficient_history,50.0
3301354,exponential_smoothing,highly_variable,291.09
3301362,average_fallback,insufficient_history,2862.0
3301540,exponential_smoothing,moderate,137.8
3301547,exponential_smoothing,moderate,35.32
